binNumber;chromosome;start;stop;gainloss_fisherPvalue;gainloss_FDR;cnLOHloss_fisherPvalue;cnLOHloss_FDR;cnLOHgain_fisherPvalue;cnLOHgain_FDR;cnLOHamp_fisherPvalue;cnLOHamp_FDR;amploss_fisherPvalue;amploss_FDR;ampgain_fisherPvalue;ampgain_FDR
729;4;35000001;36000000;0.106;1;0.106;0.7514;0.106;0.741;0.106;1;0.25;0.7303;0.417;0.8416
730;4;36000001;37000000;0.153;1;0.153;0.9226;0.153;0.8659;0.153;1;0.254;0.7309;0.411;0.8371
731;4;37000001;38000000;0.153;1;0.153;0.9226;0.153;0.8659;0.153;1;0.254;0.7309;0.411;0.8371
732;4;38000001;39000000;0.041;1;0.041;0.492;0.041;0.5223;0.041;1;0.226;0.7074;0.437;0.8627
733;4;39000001;40000000;0.014;1;0.014;0.2681;0.014;0.3067;0.014;1;0.204;0.6828;0.453;0.8847
734;4;40000001;41000000;0.04;1;0.04;0.4861;0.04;0.5164;0.04;1;0.224;0.7041;0.441;0.8688
735;4;41000001;42000000;0.04;1;0.04;0.4861;0.04;0.5164;0.04;1;0.184;0.6803;0.371;0.8197
736;4;42000001;43000000;0.065;1;0.065;0.6002;0.065;0.6512;0.065;1;0.188;0.6805;0.364;0.8167
737;4;43000001;44000000;0.042;1;0.042;0.4999;0.042;0.529;0.042;1;0.227;0.7082;0.435;0.8605
738;4;44000001;45000000;0.066;1;0.066;0.6002;0.066;0.6512;0.066;1;0.233;0.7123;0.426;0.8496
739;4;45000001;46000000;0.153;1;1;1;1;1;1;1;0.293;0.7655;0.462;0.8961
740;4;46000001;47000000;0.218;1;1;1;1;1;1;1;0.259;0.7372;0.396;0.8239
741;4;47000001;48000000;0.143;1;0.238;1;0.395;1;1;1;0.238;0.7162;0.395;0.8239
742;4;48000001;49000000;0.206;1;0.2;0.9932;0.324;1;1;1;0.2;0.6828;0.324;0.7905
743;4;49000001;50000000;0.206;1;0.2;0.9932;0.324;1;1;1;0.2;0.6828;0.324;0.7905
744;4;50000001;51000000;0.094;1;0.015;0.2835;0.05;0.5693;0.467;1;1;1;1;1
745;4;51000001;52000000;0.091;1;0.095;0.7009;0.185;0.9605;1;1;0.218;0.699;0.398;0.8239
746;4;52000001;53000000;0.3;1;0.117;0.7962;0.171;0.9158;1;1;0.265;0.7447;0.373;0.8206
747;4;53000001;54000000;0.146;1;0.009;0.2388;0.026;0.4272;0.143;1;1;1;1;1
748;4;54000001;55000000;0.144;1;0.103;0.7391;0.181;0.9535;1;1;0.237;0.714;0.391;0.8239
749;4;55000001;56000000;0.142;1;0.102;0.7375;0.184;0.9605;1;1;0.233;0.7123;0.396;0.8239
750;4;56000001;57000000;0.095;1;0.098;0.7175;0.189;0.9691;1;1;0.226;0.7074;0.404;0.8304
751;4;57000001;58000000;0.06;1;0.06;0.5922;0.06;0.6356;0.06;1;0.033;0.3728;0.123;0.6176
752;4;58000001;59000000;0.07;1;0.07;0.6007;0.07;0.6573;0.07;1;1;1;1;1
753;4;59000001;60000000;0.016;1;0.016;0.2929;0.016;0.3236;0.016;1;1;1;1;1
754;4;60000001;61000000;0.026;1;0.026;0.3916;0.026;0.4272;0.026;1;1;1;1;1
755;4;61000001;62000000;0.026;1;1;1;1;1;1;1;1;1;1;1
756;4;62000001;63000000;0.008;1;1;1;1;1;1;1;1;1;1;1
757;4;63000001;64000000;0.008;1;1;1;1;1;1;1;1;1;1;1
758;4;64000001;65000000;0.015;1;1;1;1;1;1;1;1;1;1;1
759;4;65000001;66000000;0.016;1;1;1;1;1;1;1;1;1;1;1
760;4;66000001;67000000;0.041;1;1;1;1;1;1;1;1;1;1;1
761;4;67000001;68000000;0.065;1;1;1;1;1;1;1;1;1;1;1
762;4;68000001;69000000;0.295;1;0.169;0.9472;0.252;1;0.429;1;1;1;1;1
763;4;69000001;70000000;0.221;1;1;1;1;1;1;1;1;1;1;1
764;4;70000001;71000000;0.102;1;1;1;1;1;1;1;1;1;1;1
765;4;71000001;72000000;0.088;1;1;1;1;1;1;1;0.212;0.6897;0.405;0.8319
766;4;72000001;73000000;0.131;1;1;1;1;1;1;1;0.262;0.7414;0.449;0.8803
767;4;73000001;74000000;0.192;1;0.103;0.7391;0.17;0.9121;1;1;0.235;0.7124;0.37;0.8193
768;4;74000001;75000000;0.366;1;0.11;0.7684;0.165;0.8936;1;1;0.249;0.7303;0.361;0.8144
769;4;75000001;76000000;0.487;1;0.487;1;0.487;1;0.487;1;0.005;0.1418;0.01;0.139
770;4;76000001;77000000;0.368;1;0.368;1;0.368;1;0.368;1;0.213;0.6898;0.307;0.785
771;4;77000001;78000000;0.655;1;0.655;1;0.655;1;0.655;1;0.24;0.7193;0.297;0.7773
772;4;78000001;79000000;0.511;1;0.511;1;0.511;1;0.511;1;1;1;1;1
773;4;79000001;80000000;0.512;1;1;1;1;1;1;1;1;1;1;1
774;4;80000001;81000000;0.392;1;0.392;1;0.392;1;0.392;1;1;1;1;1
775;4;81000001;82000000;0.389;1;0.389;1;0.389;1;0.389;1;1;1;1;1
776;4;82000001;83000000;0.389;1;0.389;1;0.389;1;0.389;1;1;1;1;1
777;4;83000001;84000000;0.389;1;0.389;1;0.389;1;0.389;1;1;1;1;1
778;4;84000001;85000000;0.389;1;0.389;1;0.389;1;0.389;1;1;1;1;1
779;4;85000001;86000000;0.389;1;0.389;1;0.389;1;0.389;1;1;1;1;1
780;4;86000001;87000000;0.389;1;0.389;1;0.389;1;0.389;1;1;1;1;1
781;4;87000001;88000000;0.389;1;0.389;1;0.389;1;0.389;1;1;1;1;1
782;4;88000001;89000000;0.39;1;0.39;1;0.39;1;0.39;1;1;1;1;1
783;4;89000001;90000000;0.667;1;0.667;1;0.667;1;0.667;1;1;1;1;1
784;4;90000001;91000000;0.548;1;0.548;1;0.548;1;0.548;1;1;1;1;1
785;4;91000001;92000000;0.314;1;0.314;1;0.314;1;0.314;1;1;1;1;1
786;4;92000001;93000000;0.226;1;0.226;1;0.226;1;0.226;1;1;1;1;1
787;4;93000001;94000000;0.153;1;0.153;0.9226;0.153;0.8659;0.153;1;1;1;1;1
788;4;94000001;95000000;0.23;1;0.23;1;0.23;1;0.23;1;1;1;1;1
789;4;95000001;96000000;0.227;1;1;1;1;1;1;1;1;1;1;1
790;4;96000001;97000000;0.228;1;1;1;1;1;1;1;1;1;1;1
791;4;97000001;98000000;0.309;1;1;1;1;1;1;1;1;1;1;1
792;4;98000001;99000000;0.416;1;1;1;1;1;1;1;1;1;1;1
793;4;99000001;100000000;0.534;1;1;1;1;1;1;1;1;1;1;1
794;4;100000001;101000000;0.417;1;1;1;1;1;1;1;1;1;1;1
795;4;101000001;102000000;0.535;1;1;1;1;1;1;1;1;1;1;1
796;4;102000001;103000000;0.539;1;1;1;1;1;1;1;1;1;1;1
797;4;103000001;104000000;0.539;1;1;1;1;1;1;1;1;1;1;1
798;4;104000001;105000000;0.537;1;1;1;1;1;1;1;1;1;1;1
799;4;105000001;106000000;0.536;1;1;1;1;1;1;1;1;1;1;1
800;4;106000001;107000000;0.537;1;1;1;1;1;1;1;1;1;1;1
801;4;107000001;108000000;0.676;1;1;1;1;1;1;1;1;1;1;1
802;4;108000001;109000000;0.539;1;1;1;1;1;1;1;1;1;1;1
803;4;109000001;110000000;0.535;1;1;1;1;1;1;1;1;1;1;1
804;4;110000001;111000000;0.302;1;1;1;1;1;1;1;1;1;1;1
805;4;111000001;112000000;0.3;1;1;1;1;1;1;1;1;1;1;1
806;4;112000001;113000000;0.3;1;1;1;1;1;1;1;1;1;1;1
807;4;113000001;114000000;0.146;1;1;1;1;1;1;1;1;1;1;1
808;4;114000001;115000000;0.147;1;1;1;1;1;1;1;1;1;1;1
809;4;115000001;116000000;0.219;1;1;1;1;1;1;1;1;1;1;1
810;4;116000001;117000000;0.153;1;1;1;1;1;1;1;1;1;1;1
811;4;117000001;118000000;0.152;1;1;1;1;1;1;1;1;1;1;1
812;4;118000001;119000000;0.152;1;1;1;1;1;1;1;1;1;1;1
813;4;119000001;120000000;0.108;1;1;1;1;1;1;1;1;1;1;1
814;4;120000001;121000000;0.228;1;1;1;1;1;1;1;1;1;1;1
815;4;121000001;122000000;0.105;1;1;1;1;1;1;1;1;1;1;1
816;4;122000001;123000000;0.104;1;1;1;1;1;1;1;1;1;1;1
817;4;123000001;124000000;0.103;1;1;1;1;1;1;1;1;1;1;1
818;4;124000001;125000000;0.069;1;1;1;1;1;1;1;1;1;1;1
819;4;125000001;126000000;0.043;1;1;1;1;1;1;1;1;1;1;1
820;4;126000001;127000000;0.026;1;1;1;1;1;1;1;1;1;1;1
821;4;127000001;128000000;0.026;1;1;1;1;1;1;1;1;1;1;1
822;4;128000001;129000000;0.017;1;1;1;1;1;1;1;1;1;1;1
823;4;129000001;130000000;0.044;1;1;1;1;1;1;1;1;1;1;1
824;4;130000001;131000000;0.047;1;1;1;1;1;1;1;1;1;1;1
825;4;131000001;132000000;0.047;1;1;1;1;1;1;1;1;1;1;1
826;4;132000001;133000000;0.07;1;0.07;0.6007;0.07;0.6573;0.07;1;1;1;1;1
827;4;133000001;134000000;0.046;1;0.046;0.5237;0.046;0.5364;0.046;1;1;1;1;1
828;4;134000001;135000000;0.045;1;0.045;0.5206;0.045;0.529;0.045;1;1;1;1;1
829;4;135000001;136000000;0.07;1;0.07;0.6007;0.07;0.6573;0.07;1;1;1;1;1
830;4;136000001;137000000;0.073;1;0.073;0.6093;0.073;0.6702;0.073;1;1;1;1;1
831;4;137000001;138000000;0.162;1;0.162;0.9279;0.162;0.884;0.162;1;1;1;1;1
832;4;138000001;139000000;0.315;1;1;1;1;1;1;1;1;1;1;1
833;4;139000001;140000000;0.224;1;1;1;1;1;1;1;1;1;1;1
834;4;140000001;141000000;0.226;1;1;1;1;1;1;1;1;1;1;1
835;4;141000001;142000000;0.105;1;1;1;1;1;1;1;1;1;1;1
836;4;142000001;143000000;0.041;1;1;1;1;1;1;1;1;1;1;1
837;4;143000001;144000000;0.024;1;1;1;1;1;1;1;1;1;1;1
838;4;144000001;145000000;0.023;1;1;1;1;1;1;1;1;1;1;1
839;4;145000001;146000000;0.023;1;1;1;1;1;1;1;1;1;1;1
840;4;146000001;147000000;0.023;1;1;1;1;1;1;1;1;1;1;1
841;4;147000001;148000000;0.007;1;1;1;1;1;1;1;1;1;1;1
842;4;148000001;149000000;0.007;1;1;1;1;1;1;1;1;1;1;1
843;4;149000001;150000000;0.007;1;1;1;1;1;1;1;1;1;1;1
844;4;150000001;151000000;0.015;1;1;1;1;1;1;1;1;1;1;1
845;4;151000001;152000000;0.098;1;1;1;1;1;1;1;1;1;1;1
846;4;152000001;153000000;0.068;1;1;1;1;1;1;1;1;1;1;1
847;4;153000001;154000000;0.065;1;1;1;1;1;1;1;1;1;1;1
848;4;154000001;155000000;0.065;1;1;1;1;1;1;1;1;1;1;1
849;4;155000001;156000000;0.041;1;1;1;1;1;1;1;1;1;1;1
850;4;156000001;157000000;0.068;1;1;1;1;1;1;1;1;1;1;1
851;4;157000001;158000000;0.016;1;1;1;1;1;1;1;1;1;1;1
852;4;158000001;159000000;0.015;1;1;1;1;1;1;1;1;1;1;1
853;4;159000001;160000000;0.009;1;1;1;1;1;1;1;1;1;1;1
854;4;160000001;161000000;0.008;1;1;1;1;1;1;1;1;1;1;1
855;4;161000001;162000000;0.015;1;1;1;1;1;1;1;1;1;1;1
856;4;162000001;163000000;0.009;1;1;1;1;1;1;1;1;1;1;1
857;4;163000001;164000000;0.009;1;1;1;1;1;1;1;1;1;1;1
858;4;164000001;165000000;0.008;1;1;1;1;1;1;1;1;1;1;1
859;4;165000001;166000000;0.005;1;1;1;1;1;1;1;1;1;1;1
860;4;166000001;167000000;0.016;1;1;1;1;1;1;1;1;1;1;1
861;4;167000001;168000000;0.016;1;1;1;1;1;1;1;1;1;1;1
862;4;168000001;169000000;0.026;1;1;1;1;1;1;1;1;1;1;1
863;4;169000001;170000000;0.043;1;1;1;1;1;1;1;1;1;1;1
864;4;170000001;171000000;0.028;1;1;1;1;1;1;1;1;1;1;1
865;4;171000001;172000000;0.068;1;1;1;1;1;1;1;1;1;1;1
866;4;172000001;173000000;0.069;1;1;1;1;1;1;1;1;1;1;1
867;4;173000001;174000000;0.068;1;1;1;1;1;1;1;1;1;1;1
868;4;174000001;175000000;0.043;1;1;1;1;1;1;1;1;1;1;1
869;4;175000001;176000000;0.041;1;1;1;1;1;1;1;1;1;1;1
870;4;176000001;177000000;0.042;1;1;1;1;1;1;1;1;1;1;1
871;4;177000001;178000000;0.023;1;1;1;1;1;1;1;1;1;1;1
872;4;178000001;179000000;0.041;1;1;1;1;1;1;1;1;1;1;1
873;4;179000001;180000000;0.039;1;1;1;1;1;1;1;1;1;1;1
874;4;180000001;181000000;0.038;1;1;1;1;1;1;1;1;1;1;1
875;4;181000001;182000000;0.067;1;1;1;1;1;1;1;1;1;1;1
876;4;182000001;183000000;0.107;1;1;1;1;1;1;1;1;1;1;1
877;4;183000001;184000000;0.314;1;1;1;1;1;1;1;1;1;1;1
878;4;184000001;185000000;0.314;1;1;1;1;1;1;1;1;1;1;1
879;4;185000001;186000000;0.422;1;1;1;1;1;1;1;1;1;1;1
880;4;186000001;187000000;0.323;1;1;1;1;1;1;1;1;1;1;1
881;4;187000001;188000000;0.314;1;1;1;1;1;1;1;1;1;1;1
882;4;188000001;189000000;0.227;1;1;1;1;1;1;1;1;1;1;1
883;4;189000001;190000000;0.232;1;1;1;1;1;1;1;1;1;1;1
884;4;190000001;191000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
885;4;191000001;192000000;0.019;1;0.001;0.2066;0.031;0.4694;0.169;1;0.2;0.6828;1;1
886;5;1;1000000;0.011;1;0;0;0.019;0.3522;0.133;1;0.2;0.6828;1;1
887;5;1000001;2000000;0.057;1;0.001;0.2066;0.013;0.3008;0.062;1;0.358;0.8063;1;1
888;5;2000001;3000000;0.057;1;0.001;0.2066;0.013;0.3008;0.062;1;0.351;0.806;1;1
889;5;3000001;4000000;0.183;1;0.002;0.2066;0.011;0.2866;0.062;1;0.471;0.9413;1;1
890;5;4000001;5000000;0.183;1;0.002;0.2066;0.012;0.2992;0.054;1;0.488;0.9633;1;1
891;5;5000001;6000000;0.183;1;0.003;0.2066;0.016;0.3236;0.133;1;0.452;0.931;1;1
892;5;6000001;7000000;0.183;1;0.004;0.2066;0.021;0.3749;0.144;1;0.452;0.931;1;1
893;5;7000001;8000000;0.183;1;0.005;0.2066;0.021;0.3749;0.144;1;0.461;0.9372;1;1
894;5;8000001;9000000;0.183;1;0.005;0.2066;0.021;0.3749;0.134;1;0.497;0.9646;1;1
895;5;9000001;10000000;0.183;1;0.005;0.2066;0.021;0.3749;0.138;1;0.479;0.954;1;1
896;5;10000001;11000000;0.183;1;0.003;0.2066;0.016;0.3236;0.13;1;0.471;0.9413;1;1
897;5;11000001;12000000;0.309;1;0.006;0.2066;0.014;0.3067;0.133;1;0.537;0.991;1;1
898;5;12000001;13000000;0.309;1;0.006;0.2066;0.014;0.3067;0.133;1;0.537;0.991;1;1
899;5;13000001;14000000;0.308;1;0.005;0.2066;0.015;0.3121;0.13;1;0.552;0.9931;1;1
900;5;14000001;15000000;0.307;1;0.005;0.2066;0.015;0.3121;0.133;1;0.516;0.9779;1;1
901;5;15000001;16000000;0.458;1;0.006;0.2066;0.014;0.3067;0.133;1;0.57;0.9931;1;1
902;5;16000001;17000000;0.459;1;0.006;0.2066;0.014;0.3067;0.133;1;0.566;0.9931;1;1
903;5;17000001;18000000;0.336;1;0.003;0.2066;0.007;0.2754;0.047;1;0.579;0.9931;1;1
904;5;18000001;19000000;0.336;1;0.003;0.2066;0.007;0.2754;0.047;1;0.579;0.9931;1;1
905;5;19000001;20000000;0.333;1;0.002;0.2066;0.005;0.2754;0.03;1;0.587;0.9931;1;1
906;5;20000001;21000000;0.333;1;0.002;0.2066;0.008;0.2754;0.047;1;0.565;0.9931;1;1
907;5;21000001;22000000;0.333;1;0.002;0.2066;0.008;0.2754;0.055;1;0.544;0.9926;1;1
908;5;22000001;23000000;0.63;1;0.006;0.2066;0.01;0.2754;0.125;1;1;1;1;1
909;5;23000001;24000000;0.63;1;0.004;0.2066;0.006;0.2754;0.047;1;1;1;1;1
910;5;24000001;25000000;0.633;1;0.007;0.2131;0.009;0.2754;0.125;1;1;1;1;1
911;5;25000001;26000000;0.806;1;0.007;0.2131;0.009;0.2754;0.128;1;1;1;1;1
912;5;26000001;27000000;0.458;1;0.005;0.2066;0.01;0.2754;0.128;1;0.549;0.9931;1;1
913;5;27000001;28000000;0.46;1;0.005;0.2066;0.01;0.2754;0.128;1;0.56;0.9931;1;1
914;5;28000001;29000000;0.46;1;0.005;0.2066;0.01;0.2754;0.128;1;0.56;0.9931;1;1
915;5;29000001;30000000;0.612;1;0.006;0.2066;0.009;0.2754;0.125;1;1;1;1;1
916;5;30000001;31000000;0.612;1;0.004;0.2066;0.006;0.2754;0.036;1;1;1;1;1
917;5;31000001;32000000;0.613;1;0.005;0.2066;0.006;0.2754;0.036;1;1;1;1;1
918;5;32000001;33000000;0.794;1;0.006;0.2066;0.006;0.2754;0.027;1;1;1;1;1
919;5;33000001;34000000;0.793;1;0.009;0.2388;0.009;0.2754;0.042;1;1;1;1;1
920;5;34000001;35000000;0.793;1;0.009;0.2388;0.009;0.2754;0.037;1;1;1;1;1
921;5;35000001;36000000;0.43;1;0.005;0.2066;0.01;0.2754;0.037;1;1;1;1;1
922;5;36000001;37000000;0.43;1;0.005;0.2066;0.01;0.2754;0.042;1;1;1;1;1
923;5;37000001;38000000;0.431;1;0.005;0.2066;0.01;0.2754;0.047;1;1;1;1;1
924;5;38000001;39000000;0.589;1;0.004;0.2066;0.006;0.2754;0.031;1;1;1;1;1
925;5;39000001;40000000;0.586;1;0.004;0.2066;0.006;0.2754;0.031;1;1;1;1;1
926;5;40000001;41000000;0.587;1;0.005;0.2066;0.006;0.2754;0.036;1;1;1;1;1
927;5;41000001;42000000;0.777;1;0.006;0.2066;0.006;0.2754;0.036;1;1;1;1;1
928;5;42000001;43000000;0.777;1;0.009;0.2388;0.008;0.2754;0.125;1;1;1;1;1
929;5;43000001;44000000;0.436;1;0.412;1;0.536;1;1;1;0.255;0.7316;0.629;1
930;5;44000001;45000000;0.59;1;0.421;1;0.533;1;1;1;0.265;0.7447;0.628;1
931;5;45000001;46000000;0.59;1;0.441;1;0.528;1;1;1;0.288;0.7645;0.375;0.821
932;5;46000001;47000000;0.78;1;0.427;1;0.497;1;1;1;1;1;1;1
933;5;47000001;48000000;0.297;1;0.557;1;0.384;1;1;1;0.629;0.9973;0.22;0.7389
934;5;48000001;49000000;0.304;1;0.551;1;0.387;1;1;1;0.641;1;0.248;0.763
935;5;49000001;50000000;0.297;1;0.504;1;0.341;1;1;1;0.644;1;0.245;0.763
936;5;50000001;51000000;0.279;1;0.396;1;0.238;1;1;1;0.625;0.9942;0.187;0.7111
937;5;51000001;52000000;0.783;1;0.328;1;0.258;1;1;1;0.599;0.9931;0.242;0.763
938;5;52000001;53000000;0.586;1;0.337;1;0.255;1;1;1;0.337;0.8032;0.211;0.7361
939;5;53000001;54000000;1;1;1;1;1;1;1;1;0.272;0.7528;0.242;0.763
940;5;54000001;55000000;0.794;1;1;1;1;1;1;1;1;1;1;1
941;5;55000001;56000000;1;1;1;1;1;1;1;1;1;1;0.589;0.9996
942;5;56000001;57000000;1;1;1;1;1;1;1;1;1;1;0.553;0.9854
943;5;57000001;58000000;1;1;1;1;1;1;1;1;0.514;0.9767;0.527;0.9707
944;5;58000001;59000000;0.813;1;0.813;1;0.813;1;0.813;1;1;1;1;1
945;5;59000001;60000000;0.795;1;1;1;1;1;1;1;0.571;0.9931;0.512;0.9565
946;5;60000001;61000000;0.785;1;1;1;1;1;1;1;1;1;0.507;0.9503
947;5;61000001;62000000;1;1;1;1;1;1;1;1;0.531;0.9882;0.522;0.9677
948;5;62000001;63000000;0.789;1;1;1;1;1;1;1;0.543;0.9926;0.469;0.906
949;5;63000001;64000000;0.787;1;1;1;1;1;1;1;1;1;0.508;0.9515
950;5;64000001;65000000;0.789;1;1;1;1;1;1;1;0.543;0.9926;0.47;0.9062
951;5;65000001;66000000;0.596;1;1;1;1;1;1;1;1;1;0.497;0.9388
952;5;66000001;67000000;0.429;1;1;1;1;1;1;1;1;1;0.454;0.8847
953;5;67000001;68000000;0.436;1;1;1;1;1;1;1;0.544;0.9926;0.413;0.8394
954;5;68000001;69000000;0.596;1;1;1;1;1;1;1;0.538;0.991;0.414;0.8399
955;5;69000001;70000000;0.596;1;1;1;1;1;1;1;0.538;0.991;0.414;0.8399
956;5;70000001;71000000;0.416;1;1;1;1;1;1;1;0.562;0.9931;0.409;0.8371
957;5;71000001;72000000;0.784;1;1;1;1;1;1;1;0.51;0.9703;0.423;0.8472
958;5;72000001;73000000;0.782;1;1;1;1;1;1;1;0.157;0.6717;0.09;0.5457
959;5;73000001;74000000;0.782;1;1;1;1;1;1;1;0.193;0.6828;0.114;0.5994
960;5;74000001;75000000;0.786;1;1;1;1;1;1;1;0.184;0.6803;0.116;0.6055
961;5;75000001;76000000;0.784;1;1;1;1;1;1;1;0.188;0.6805;0.115;0.6025
962;5;76000001;77000000;0.788;1;1;1;1;1;1;1;0.18;0.6803;0.116;0.6055
963;5;77000001;78000000;0.79;1;1;1;1;1;1;1;0.175;0.6789;0.117;0.6075
964;5;78000001;79000000;1;1;1;1;1;1;1;1;0.163;0.6727;0.119;0.6113
965;5;79000001;80000000;1;1;1;1;1;1;1;1;0.16;0.6726;0.12;0.6131
966;5;80000001;81000000;1;1;1;1;1;1;1;1;0.137;0.6416;0.125;0.6201
967;5;81000001;82000000;0.81;1;1;1;1;1;1;1;0.121;0.6409;0.13;0.6361
968;5;82000001;83000000;0.639;1;1;1;1;1;1;1;0.108;0.6209;0.135;0.6474
969;5;83000001;84000000;0.653;1;1;1;1;1;1;1;0.108;0.6209;0.137;0.6474
970;5;84000001;85000000;0.651;1;1;1;1;1;1;1;0.127;0.6416;0.169;0.7012
971;5;85000001;86000000;0.265;1;1;1;1;1;1;1;0.092;0.5835;0.188;0.7111
972;5;86000001;87000000;0.191;1;1;1;1;1;1;1;0.07;0.5295;0.16;0.6896
973;5;87000001;88000000;0.191;1;1;1;1;1;1;1;0.07;0.5295;0.16;0.6896
974;5;88000001;89000000;0.265;1;1;1;1;1;1;1;0.088;0.5719;0.192;0.7111
975;5;89000001;90000000;0.265;1;1;1;1;1;1;1;0.11;0.625;0.222;0.7405
976;5;90000001;91000000;0.117;1;1;1;1;1;1;1;0.071;0.5295;0.2;0.7114
977;5;91000001;92000000;0.265;1;1;1;1;1;1;1;0.089;0.5771;0.191;0.7111
978;5;92000001;93000000;0.192;1;1;1;1;1;1;1;0.07;0.5295;0.159;0.6896
979;5;93000001;94000000;1;1;1;1;1;1;1;1;0.154;0.6628;0.157;0.689
980;5;94000001;95000000;1;1;1;1;1;1;1;1;0.129;0.6416;0.127;0.6268
981;5;95000001;96000000;1;1;1;1;1;1;1;1;0.176;0.6789;0.146;0.6681
982;5;96000001;97000000;1;1;1;1;1;1;1;1;0.201;0.6828;0.176;0.7012
983;5;97000001;98000000;1;1;1;1;1;1;1;1;0.196;0.6828;0.179;0.7043
984;5;98000001;99000000;0.829;1;1;1;1;1;1;1;0.209;0.6853;0.172;0.7012
985;5;99000001;100000000;0.829;1;1;1;1;1;1;1;0.209;0.6853;0.172;0.7012
986;5;100000001;101000000;1;1;1;1;1;1;1;1;0.201;0.6828;0.175;0.7012
987;5;101000001;102000000;0.831;1;1;1;1;1;1;1;0.206;0.6832;0.173;0.7012
988;5;102000001;103000000;1;1;1;1;1;1;1;1;0.192;0.6828;0.18;0.7073
989;5;103000001;104000000;1;1;1;1;1;1;1;1;0.18;0.6803;0.187;0.7111
990;5;104000001;105000000;1;1;1;1;1;1;1;1;0.185;0.6803;0.184;0.7111
991;5;105000001;106000000;1;1;1;1;1;1;1;1;0.199;0.6828;0.176;0.7012
992;5;106000001;107000000;0.83;1;1;1;1;1;1;1;0.199;0.6828;0.223;0.7412
993;5;107000001;108000000;1;1;1;1;1;1;1;1;0.206;0.6832;0.22;0.7389
994;5;108000001;109000000;1;1;1;1;1;1;1;1;0.151;0.6577;0.16;0.6896
995;5;109000001;110000000;0.662;1;1;1;1;1;1;1;0.203;0.6828;0.268;0.765
996;5;110000001;111000000;0.825;1;1;1;1;1;1;1;0.242;0.72;0.292;0.7705
997;5;111000001;112000000;0.267;1;1;1;1;1;1;1;0.174;0.6789;0.323;0.7905
998;5;112000001;113000000;0.268;1;1;1;1;1;1;1;0.154;0.6628;0.289;0.7701
999;5;113000001;114000000;0.364;1;1;1;1;1;1;1;0.12;0.6409;0.218;0.7389
1000;5;114000001;115000000;0.365;1;1;1;1;1;1;1;0.12;0.6409;0.216;0.7389
1001;5;115000001;116000000;0.171;1;1;1;1;1;1;1;0.092;0.5835;0.23;0.7512
1002;5;116000001;117000000;0.171;1;1;1;1;1;1;1;0.09;0.5797;0.232;0.7512
1003;5;117000001;118000000;0.247;1;1;1;1;1;1;1;0.115;0.6383;0.259;0.765
1004;5;118000001;119000000;0.489;1;1;1;1;1;1;1;0.135;0.6416;0.207;0.7265
1005;5;119000001;120000000;0.637;1;1;1;1;1;1;1;0.149;0.6577;0.2;0.7114
1006;5;120000001;121000000;0.153;1;1;1;1;1;1;1;0.072;0.5295;0.19;0.7111
1007;5;121000001;122000000;0.221;1;1;1;1;1;1;1;0.091;0.5835;0.221;0.7389
1008;5;122000001;123000000;0.221;1;1;1;1;1;1;1;0.095;0.5921;0.218;0.7389
1009;5;123000001;124000000;0.314;1;1;1;1;1;1;1;0.105;0.6147;0.212;0.7387
1010;5;124000001;125000000;0.314;1;1;1;1;1;1;1;0.126;0.6416;0.243;0.763
1011;5;125000001;126000000;0.437;1;1;1;1;1;1;1;0.126;0.6416;0.202;0.7159
1012;5;126000001;127000000;0.19;1;1;1;1;1;1;1;0.086;0.5653;0.213;0.7389
1013;5;127000001;128000000;0.189;1;1;1;1;1;1;1;0.098;0.5992;0.248;0.763
1014;5;128000001;129000000;0.189;1;1;1;1;1;1;1;0.112;0.6326;0.282;0.7663
1015;5;129000001;130000000;0.276;1;1;1;1;1;1;1;0.127;0.6416;0.275;0.765
1016;5;130000001;131000000;0.399;1;1;1;1;1;1;1;0.158;0.6726;0.303;0.7789
1017;5;131000001;132000000;0.145;1;1;1;1;1;0.53;1;0.006;0.1426;0.033;0.303
1018;5;132000001;133000000;0.095;1;1;1;1;1;1;1;0.076;0.5295;0.289;0.7701
1019;5;133000001;134000000;0.095;1;1;1;1;1;1;1;0.064;0.5199;0.257;0.765
1020;5;134000001;135000000;0.096;1;1;1;1;1;0.515;1;0.062;0.5132;0.259;0.765
1021;5;135000001;136000000;0.591;1;1;1;1;1;0.515;1;0.161;0.6727;0.233;0.7512
1022;5;136000001;137000000;0.395;1;1;1;1;1;0.245;1;0.006;0.1426;0.014;0.168
1023;5;137000001;138000000;0.392;1;1;1;1;1;0.245;1;0.007;0.1426;0.013;0.1635
1024;5;138000001;139000000;0.393;1;1;1;1;1;0.245;1;0.006;0.1426;0.014;0.168
1025;5;139000001;140000000;0.392;1;1;1;1;1;0.278;1;0.009;0.1668;0.018;0.1914
1026;5;140000001;141000000;0.392;1;1;1;1;1;0.519;1;0.009;0.1668;0.018;0.1914
1027;5;141000001;142000000;0.393;1;1;1;1;1;0.529;1;0.01;0.1819;0.017;0.1876
1028;5;142000001;143000000;0.398;1;1;1;1;1;1;1;0.123;0.6416;0.237;0.7582
1029;5;143000001;144000000;0.393;1;0.226;1;0.321;1;1;1;0.009;0.1668;0.015;0.1708
